key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
ngc_3344-dw1,160.6833333333333,25.025,NGC 3344-dw1,ngc_3344,0,0,0.1183,0.0183,0.0183,,,,,,,,Carlsten2022ApJ...933...47C,30.12,0.4,0.4,Carlsten2022ApJ...933...47C,20.7,0.18,0.18,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.42,0.18,0.18,6.0,10568.18,0.0,0.0,209.7580015,61.1005726,1545.32,9731.75,-3819.86,10571.59,10834.62,10695.18,751.55,,,,,,,,,,,,,362.61,55.53,56.04,362.61,55.53,56.04,26.95,
ngc_3344-dw1042p2415,160.592,24.25,dw1042p2415,ngc_3344,0,0,0.2383,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,30.01,0.22,0.19,Carlsten2022ApJ...933...47C,16.99,0.1,0.1,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.02,0.1,0.1,7.44,10046.16,0.0,0.0,211.2853823,60.858658,1355.4,9238.65,-3706.15,10049.54,10322.36,10177.79,260.63,,,,,,,,,,,,,695.58,43.19,43.59,695.58,43.19,43.59,24.76,
ngc_3344-dw1045p2427,161.379,24.466,dw1045p2427,ngc_3344,0,0,0.1533,0.0183,0.0183,,,,,,,,Carlsten2022ApJ...933...47C,29.95,0.3,0.28,Carlsten2022ApJ...933...47C,19.5,0.14,0.14,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.45,0.14,0.14,6.41,9772.37,0.0,0.0,211.167991,61.6052999,1296.68,9035.69,-3489.16,9775.68,10050.33,9904.72,119.42,,,,,,,,,,,,,434.8,51.35,51.82,434.8,51.35,51.82,26.31,
ngc_3351,160.990417,11.703611,NGC 3351,ngc_3379,1,1,,,,,,,,,,,,29.99,0.03,0.03,Tully2009AJ....138..323T,9.41,,,Makarov2014A&A...570A..13M,777.0,1.0,1.0,,,,,Haynes2011AJ....142..170H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,Haynes2011AJ....142..170H,,,,,,,,,-20.58,,,10.47,9954.05,0.0,0.0,233.9516692,56.3678649,-631.91,8840.38,-4531.18,9956.7,10368.17,10155.8,1390.64,8.94,,,,,,669.29,623.06,,,,,,,,,,,,trgb
ngc_3377,161.926,13.986,NGC 3377,ngc_3379,1,1,,,,,,,,,,,,30.09,0.02,0.02,Tully2009AJ....138..323T,10.15,,,Makarov2014A&A...570A..13M,678.0,6.0,6.0,,,,,Smith2000MNRAS.313..469S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.94,,,10.21,10423.17,0.0,0.0,231.1772036,58.317717,-363.49,9417.23,-4452.66,10425.85,10817.24,10614.93,939.38,,,,,,,579.88,535.86,,,,,,,,,,,,trgb
ngc_3379-dw1042p1359,160.689,13.99,dw1042p1359,ngc_3379,1,1,0.09,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,30.11,0.2,,Carlsten2022ApJ...933...47C,20.46,0.18,0.18,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.65,0.18,0.18,6.09,10519.62,0.0,0.0,230.0753246,57.2708195,-268.45,9421.1,-4672.6,10522.44,10907.67,10708.36,879.9,,,,,,,,,,,,,274.45,45.23,45.64,274.45,45.23,45.64,26.11,sbf
ngc_3379-dw1043p1410,160.795,14.18,dw1043p1410,ngc_3379,1,1,0.0933,0.01,0.01,,,,,,,,Carlsten2022ApJ...933...47C,30.38,0.15,0.15,Carlsten2022ApJ...933...47C,19.83,0.14,0.14,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.55,0.14,0.14,6.45,11912.42,0.0,0.0,229.8577424,57.452202,-278.18,10685.3,-5258.58,11915.24,12296.55,12099.78,709.7,,,,,,,,,,,,,322.7,34.14,34.46,322.7,34.14,34.46,25.56,sbf
ngc_3379-dw1043p1415,160.957,14.255,dw1043p1415,ngc_3379,1,1,0.1133,0.0133,0.0133,,,,,,,,Carlsten2022ApJ...933...47C,30.44,0.17,0.16,Carlsten2022ApJ...933...47C,19.71,0.14,0.14,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.73,0.14,0.14,6.53,12246.16,0.0,0.0,229.8749006,57.6259867,-286.58,11001.02,-5372.51,12248.97,12629.77,12433.38,1004.28,,,,,,,,,,,,,402.74,46.8,47.23,402.74,46.8,47.23,25.87,sbf
ngc_3379-dw1044p1351,161.159,13.859,dw1044p1351,ngc_3379,1,1,0.105,0.01,0.01,,,,,,,,Carlsten2022ApJ...933...47C,30.3,0.2,0.18,Carlsten2022ApJ...933...47C,19.33,0.13,0.13,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.97,0.13,0.13,6.62,11481.54,0.0,0.0,230.6990325,57.6063639,-357.19,10311.92,-5036.12,11484.29,11871.45,11671.65,336.62,,,,,,,,,,,,,349.99,32.91,33.21,349.99,32.91,33.21,25.32,sbf
ngc_3379-dw1044p1351b,161.16,13.856,dw1044p1351b,ngc_3379,1,1,0.1233,0.0133,0.0133,,,,,,,,Carlsten2022ApJ...933...47C,30.14,0.17,0.15,Carlsten2022ApJ...933...47C,19.48,0.13,0.13,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.66,0.13,0.13,6.5,10665.96,0.0,0.0,230.7048048,57.6057479,-332.4,9579.37,-4678.45,10668.72,11057.35,10856.47,717.56,,,,,,,,,,,,,381.8,40.76,41.13,381.8,40.76,41.13,25.82,sbf
ngc_3379-dw1044p1356,161.147,13.94,dw1044p1356,ngc_3379,1,1,0.215,0.0117,0.0117,,,,,,,,Carlsten2022ApJ...933...47C,30.23,0.19,0.16,Carlsten2022ApJ...933...47C,15.81,0.09,0.09,Carlsten2022ApJ...933...47C,633.0,31.0,31.0,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.42,0.09,0.09,8.0,11117.32,0.0,0.0,230.5563265,57.6356289,-330.78,9987.39,-4872.1,11120.08,11506.95,11307.14,370.52,,,,,,,533.66,489.86,,,,,694.51,37.17,37.52,694.51,37.17,37.52,23.36,sbf
ngc_3379-dw1044p1359,161.108,13.999,dw1044p1359,ngc_3379,1,1,0.1067,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,30.13,0.24,0.26,Carlsten2022ApJ...933...47C,20.2,0.17,0.17,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.93,0.17,0.17,6.21,10616.96,0.0,0.0,230.4256546,57.6311658,-302.99,9537.6,-4654.27,10619.73,11006.71,10806.61,773.6,,,,,,,,,,,,,328.46,45.64,46.06,328.46,45.64,46.06,26.22,sbf
ngc_3379-dw1047p1153,161.775,11.878,dw1047p1153,ngc_3379,1,1,0.145,0.025,0.025,,,,,,,,Carlsten2022ApJ...933...47C,29.85,0.33,0.33,Carlsten2022ApJ...933...47C,20.37,0.19,0.19,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.48,0.19,0.19,6.03,9332.54,0.0,0.0,234.4259875,57.1112453,-622.51,8342.79,-4136.03,9335.11,9749.94,9535.62,1995.71,,,,,,,,,,,,,392.23,66.87,67.48,392.23,66.87,67.48,27.06,sbf
ngc_3379-dw1047p1258,161.926,12.975,dw1047p1258,ngc_3379,1,1,0.1367,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,30.21,0.16,0.14,Carlsten2022ApJ...933...47C,19.26,0.12,0.12,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.95,0.12,0.12,6.61,11015.39,0.0,0.0,232.8304541,57.8103566,-558.41,9908.6,-4779.83,11018.01,11418.85,11212.21,318.05,,,,,,,,,,,,,436.92,47.36,47.79,436.92,47.36,47.79,25.82,sbf
ngc_3379-dw1048p1154,162.104,11.912,dw1048p1154,ngc_3379,1,1,0.41,0.0167,0.0167,,,,,,,,Carlsten2022ApJ...933...47C,30.16,0.21,0.2,Carlsten2022ApJ...933...47C,19.06,0.16,0.16,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.1,0.16,0.16,6.67,10764.65,0.0,0.0,234.6906719,57.4015955,-738.98,9646.96,-4718.88,10767.18,11180.28,10967.56,574.71,,,,,,,,,,,,,1282.76,51.42,51.89,1282.76,51.42,51.89,28.01,sbf
ngc_3379-dw1048p1259,162.217,12.995,dw1048p1259,ngc_3379,1,1,0.2017,0.0233,0.0233,,,,,,,,Carlsten2022ApJ...933...47C,30.36,0.19,0.21,Carlsten2022ApJ...933...47C,19.72,0.14,0.14,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.64,0.14,0.14,6.49,11803.21,0.0,0.0,233.0723565,58.0639621,-620.37,10639.69,-5072.27,11805.79,12206.51,12000.26,489.1,,,,,,,,,,,,,690.75,78.93,79.66,690.75,78.93,79.66,27.13,sbf
ngc_3379-dw1048p1303,162.149,13.06,dw1048p1303,ngc_3379,1,1,0.1883,0.02,0.02,,,,,,,,Carlsten2022ApJ...933...47C,30.13,0.12,0.12,Cohen2018ApJ...868...96C,19.19,0.12,0.12,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.94,0.12,0.12,6.61,10616.96,0.0,0.0,232.9026596,58.0404886,-541.82,9568.67,-4568.02,10619.55,11021.28,10814.03,713.85,,,,,,,,,,,,,580.36,60.86,61.42,580.36,60.86,61.42,26.45,trgb
ngc_3379-dw1048p1407,162.224,14.124,dw1048p1407,ngc_3379,1,1,0.1833,0.01,0.01,,,,,,,,Carlsten2022ApJ...933...47C,30.51,0.39,0.36,Carlsten2022ApJ...933...47C,15.28,0.09,0.09,Carlsten2022ApJ...933...47C,541.4,22.5,22.5,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.23,0.09,0.09,8.33,12647.36,0.0,0.0,231.2186605,58.6373115,-441.82,11456.78,-5338.79,12650.01,13037.68,12838.13,1363.09,,,,,,,444.19,400.24,,,,,673.72,36.25,36.58,673.72,36.25,36.58,22.48,sbf
ngc_3379-dw1049p1233,162.358,12.552,dw1049p1233,ngc_3379,1,1,0.1867,0.0183,0.0183,,,,,,,,Carlsten2022ApJ...933...47C,30.17,0.06,0.06,Cohen2018ApJ...868...96C,18.75,0.12,0.12,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.42,0.12,0.12,6.8,10814.34,0.0,0.0,233.9216455,57.9512753,-654.76,9738.08,-4657.37,10816.88,11224.49,11014.47,515.28,,,,,,,,,,,,,586.02,56.82,57.35,586.02,56.82,57.35,25.99,trgb
ngc_3379-dw1049p1247,162.298,12.793,dw1049p1247,ngc_3379,1,1,0.1267,0.0133,0.0133,,,,,,,,Carlsten2022ApJ...933...47C,30.38,0.16,0.15,Carlsten2022ApJ...933...47C,19.51,0.13,0.13,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.87,0.13,0.13,6.58,11912.42,0.0,0.0,233.4762079,58.0271485,-670.98,10734.32,-5121.52,11914.98,12318.02,12110.69,593.82,,,,,,,,,,,,,437.97,45.52,45.94,437.97,45.52,45.94,25.91,sbf
ngc_3379-dw1050p1213,162.6,12.218,dw1050p1213,ngc_3379,1,1,0.08,0.0133,0.0133,,,,,,,,Carlsten2022ApJ...933...47C,30.24,0.22,0.21,Carlsten2022ApJ...933...47C,20.71,0.19,0.19,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.53,0.19,0.19,6.05,11168.63,0.0,0.0,234.6916981,57.9750958,-754.78,10058.07,-4796.24,11171.12,11582.7,11370.91,210.82,,,,,,,,,,,,,259.01,42.68,43.07,259.01,42.68,43.07,26.11,sbf
ngc_3379-dw1050p1236,162.649,12.609,dw1050p1236,ngc_3379,1,1,0.1683,0.0217,0.0217,,,,,,,,Carlsten2022ApJ...933...47C,30.26,0.19,0.18,Carlsten2022ApJ...933...47C,20.05,0.15,0.15,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.21,0.15,0.15,6.32,11271.97,0.0,0.0,234.112206,58.2228725,-696.9,10173.03,-4804.29,11274.48,11682.07,11472.28,143.13,,,,,,,,,,,,,550.48,70.0,70.64,550.48,70.0,70.64,27.06,sbf
ngc_3379-dw1051p1406,162.881,14.115,dw1051p1406,ngc_3379,1,1,0.1117,0.0083,0.0083,,,,,,,,Carlsten2022ApJ...933...47C,30.27,,,,17.38,0.1,0.1,Carlsten2022ApJ...933...47C,832.0,53.0,53.0,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.89,0.1,0.1,7.39,11324.0,,,231.8427053,59.1870578,-452.35,10303.04,-4677.16,11326.58,11719.39,11516.84,351.32,,,,,,,735.68,691.49,,,,,367.26,27.05,27.3,367.26,27.05,27.3,23.51,host
ngc_3379-dw1052p1102,163.081,11.043,dw1052p1102,ngc_3379,1,1,0.1783,0.01,0.01,,,,,,,,Carlsten2022ApJ...933...47C,30.27,,,,15.49,0.09,0.09,Carlsten2022ApJ...933...47C,827.0,8.0,8.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.78,0.09,0.09,8.15,11324.0,,,237.0243596,57.7261339,-1014.05,10172.51,-4870.8,11326.37,11751.94,11533.42,373.86,,,,,,,719.81,672.14,,,,,586.75,32.46,32.75,586.75,32.46,32.75,22.63,host
ngc_3379-fs_04,160.50125,12.335,FS04,ngc_3379,1,1,0.3417,0.0183,0.0183,,,,,,,,Carlsten2022ApJ...933...47C,30.27,,,,15.15,0.09,0.09,Carlsten2022ApJ...933...47C,772.0,1.0,1.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,,,,Makarov2014A&A...570A..13M,,,,,,,,,-15.12,0.09,0.09,8.28,11324.0,,,232.5299715,56.2887264,-565.25,10051.61,-5184.46,11326.75,11726.8,11520.61,285.07,7.52,,,,,,665.93,620.57,,,,,1124.21,59.5,60.05,1124.21,59.5,60.05,23.7,host
ngc_3379-kk_093,161.603333,14.025,KK 93,ngc_3379,1,1,0.3017,0.0183,0.0183,,,,,,,,Carlsten2022ApJ...933...47C,29.89,0.07,0.07,Cohen2018ApJ...868...96C,16.45,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.44,0.09,0.09,7.61,9506.05,0.0,0.0,230.8219583,58.0637959,-302.77,8570.7,-4100.78,9508.77,9900.21,9697.36,1837.7,,,,,,,,,,,,,833.12,49.95,50.41,833.12,49.95,50.41,24.73,trgb
ngc_3379-kk_094,161.73875,12.998333,KK94,ngc_3379,1,1,0.3867,0.0233,0.0233,,,,,,,,Carlsten2022ApJ...933...47C,30.04,0.07,0.07,Cohen2018ApJ...868...96C,16.62,0.09,0.09,Carlsten2022ApJ...933...47C,832.0,4.0,4.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56,,,,Makarov2014A&A...570A..13M,,,,,,,,,-13.42,0.09,0.09,7.6,10185.91,0.0,0.0,232.6181112,57.6654814,-498.33,9151.39,-4444.83,10188.55,10589.83,10382.57,1141.46,7.58,,,,,,730.0,684.94,,,,,1144.25,68.12,68.75,1144.25,68.12,68.75,25.44,trgb
ngc_3379-kk_096,162.612917,12.360833,KK96,ngc_3379,1,1,0.5183,0.03,0.03,,,,,,,,Carlsten2022ApJ...933...47C,30.0,0.04,0.04,Cohen2018ApJ...868...96C,16.36,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.64,0.09,0.09,7.69,10000.0,0.0,0.0,234.4760749,58.0618024,-654.41,9012.48,-4283.33,10002.5,10414.83,10202.13,1329.97,,,,,,,,,,,,,1505.96,85.98,86.77,1505.96,85.98,86.77,25.82,trgb
ngc_3379-leg_05,159.929,12.6348889,LeG05,ngc_3379,1,1,0.1967,0.0117,0.0117,,,,,,,,Carlsten2022ApJ...933...47C,30.27,,,,16.22,0.09,0.09,Carlsten2022ApJ...933...47C,780.0,3.0,3.0,,,,,Stierwalt2009AJ....138..338S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,Stierwalt2009AJ....138..338S,,,,,,,,,-14.05,0.09,0.09,7.85,11324.0,,,231.5572553,55.9598734,-462.84,10022.49,-5250.58,11326.83,11720.94,11517.63,391.21,6.43,,,,,,674.28,629.46,,,,,647.03,37.86,38.21,647.03,37.86,38.21,23.58,host
ngc_3379-leg_09,160.644167,12.150556,LeG09,ngc_3379,1,1,0.42,0.025,0.025,,,,,,,,Carlsten2022ApJ...933...47C,30.04,0.07,0.07,Cohen2018ApJ...868...96C,16.53,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.51,0.09,0.09,7.64,10185.91,0.0,0.0,232.9446023,56.3132981,-548.81,9042.99,-4655.74,10188.63,10593.37,10384.37,1165.99,,,,,,,,,,,,,1242.91,72.98,73.66,1242.91,72.98,73.66,25.53,trgb
ngc_3379-leg_13,161.24,11.916111,LeG13,ngc_3379,1,1,0.195,0.0117,0.0117,,,,,,,,Carlsten2022ApJ...933...47C,30.0,0.13,0.13,Carlsten2022ApJ...933...47C,17.05,0.1,0.1,Carlsten2022ApJ...933...47C,871.0,3.0,3.0,,,,,Stierwalt2009AJ....138..338S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,,,Stierwalt2009AJ....138..338S,,,,,,,,,-12.95,0.1,0.1,7.41,10000.0,0.0,0.0,233.8586115,56.6875592,-620.63,8906.79,-4503.76,10002.63,10413.05,10201.22,1336.11,6.71,,,,,,764.4,718.3,,,,,566.53,33.44,33.75,566.53,33.44,33.75,24.39,sbf
ngc_3379-leg_14,161.56,12.96,LeG14,ngc_3379,1,1,0.165,0.0133,0.0133,,,,,,,,Carlsten2022ApJ...933...47C,30.0,0.09,0.09,Cohen2018ApJ...868...96C,18.06,0.11,0.11,Carlsten2022ApJ...933...47C,886.0,60.0,60.0,,,,,Makarov2014A&A...570A..13M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.94,0.11,0.11,7.01,10000.0,0.0,0.0,232.5139429,57.4960987,-481.78,8971.44,-4391.03,10002.66,10403.87,10196.54,1327.81,,,,,,,783.62,738.58,,,,,479.16,38.21,38.57,479.16,38.21,38.57,25.03,trgb
ngc_3379-leg_16,161.625,11.755833,LeG16,ngc_3379,1,1,0.2117,0.0133,0.0133,,,,,,,,Carlsten2022ApJ...933...47C,30.21,0.16,0.14,Carlsten2022ApJ...933...47C,17.64,0.1,0.1,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.57,0.1,0.1,7.26,11015.39,0.0,0.0,234.4719688,56.9218922,-743.3,9830.73,-4913.56,11017.97,11429.96,11217.87,353.76,,,,,,,,,,,,,677.35,42.09,42.48,677.35,42.09,42.48,25.15,sbf
ngc_3379-leg_17,161.672917,12.326389,LeG17,ngc_3379,1,1,0.25,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,29.64,0.2,0.17,Carlsten2022ApJ...933...47C,16.22,0.09,0.09,Carlsten2022ApJ...933...47C,1030.0,2.0,2.0,,,,,Stierwalt2009AJ....138..338S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,,,,Stierwalt2009AJ....138..338S,,,,,,,,,-13.42,0.09,0.09,7.6,8472.27,0.0,0.0,233.6260342,57.2632458,-499.27,7584.61,-3742.17,8474.88,8886.89,8673.37,2852.46,7.32,,,,,,925.47,879.68,,,,,615.36,36.42,36.76,615.36,36.42,36.76,24.1,sbf
ngc_3379-leg_19,161.728333,12.788056,LeG19,ngc_3379,1,1,0.1483,0.0117,0.0117,,,,,,,,Carlsten2022ApJ...933...47C,30.34,0.2,0.17,Carlsten2022ApJ...933...47C,18.22,0.11,0.11,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.12,0.11,0.11,7.08,11694.99,0.0,0.0,232.9454749,57.5490203,-609.69,10496.38,-5121.26,11697.62,12098.35,11892.04,375.97,,,,,,,,,,,,,503.8,39.11,39.47,503.8,39.11,39.47,24.96,sbf
ngc_3379-leg_21,161.753333,12.959722,LeG21,ngc_3379,1,1,0.1317,0.0117,0.0117,,,,,,,,Carlsten2022ApJ...933...47C,30.31,0.2,0.17,Carlsten2022ApJ...933...47C,18.56,0.11,0.11,Carlsten2022ApJ...933...47C,843.0,1.0,1.0,,,,,Stierwalt2009AJ....138..338S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48,,,,Stierwalt2009AJ....138..338S,,,,,,,,,-11.75,0.11,0.11,6.93,11534.53,0.0,0.0,232.6937362,57.6579785,-572.53,10362.29,-5033.93,11537.17,11936.48,11730.8,227.1,7.18,,,,,,740.88,695.77,,,,,440.97,38.57,38.92,440.97,38.57,38.92,25.04,sbf
ngc_3379-leg_26,162.837917,12.849167,LeG26,ngc_3379,1,1,0.2867,0.015,0.015,,,,,,,,Carlsten2022ApJ...933...47C,30.07,0.18,0.15,Carlsten2022ApJ...933...47C,15.76,0.09,0.09,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.31,0.09,0.09,7.96,10327.61,0.0,0.0,233.9066704,58.5057416,-614.19,9342.82,-4358.22,10330.12,10737.78,10527.53,1010.78,,,,,,,,,,,,,860.27,44.4,44.81,860.27,44.4,44.81,23.93,sbf
ngc_3379-lsbc_d640-11,162.755833,13.333889,LSBC D640-11,ngc_3379,1,1,0.31,0.0167,0.0167,,,,,,,,Carlsten2022ApJ...933...47C,30.19,0.37,0.36,Carlsten2022ApJ...933...47C,15.96,0.09,0.09,Carlsten2022ApJ...933...47C,701.0,17.0,17.0,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14.23,0.09,0.09,7.93,10914.4,0.0,0.0,233.0312527,58.688191,-559.54,9889.42,-4583.71,10916.94,11318.09,11111.29,460.34,,,,,,,601.64,556.61,,,,,983.11,52.14,52.62,983.11,52.14,52.62,24.3,sbf
ngc_3379-m96-df2,161.919167,12.048889,M96-DF2,ngc_3379,1,1,0.1883,0.02,0.02,,,,,,,,Carlsten2022ApJ...933...47C,30.13,0.1,0.1,Cohen2018ApJ...868...96C,19.22,0.13,0.13,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.91,0.13,0.13,6.6,10616.96,0.0,0.0,234.2972413,57.321565,-691.37,9508.55,-4672.18,10619.52,11030.61,10818.79,714.4,,,,,,,,,,,,,580.36,60.86,61.42,580.36,60.86,61.42,26.48,trgb
ngc_3379-m96-df7,161.80625,12.8025,M96-DF7,ngc_3379,1,1,0.2783,0.0233,0.0233,,,,,,,,Carlsten2022ApJ...933...47C,30.04,0.1,0.1,Cohen2018ApJ...868...96C,18.33,0.11,0.11,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.71,0.11,0.11,6.92,10185.91,0.0,0.0,232.9953211,57.6216011,-534.68,9147.59,-4448.43,10188.53,10592.16,10383.76,1139.17,,,,,,,,,,,,,823.26,68.12,68.75,823.26,68.12,68.75,26.44,trgb
